DepartmentName,HistoryId,SequenceNo,OBUId,InsertTime,Longitude,Latitude,Speed,Heading,Hdop,GPSTime,UpdatedTime,VehicleID,VehicleNumber,RegNo,OperatorName,LocationName
BRT,7788741538,1,868711068770406,2026-01-18 08:13:11.633,72.749588,21.140664,0.0,180.0,1.0,2026-01-18 08:13:11,2026-01-18 08:13:11.633,1910,J051,GJ05CW4853,JBM ECOLIFE MOBILITY SURAT PVT LTD,"ONGC Colony Phase-1, Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7794193580,1,868711068741787,2026-01-19 16:27:24.837,72.849181,21.118684,0.0,205.0,1.0,2026-01-19 16:27:24,2026-01-19 16:27:24.837,1872,J017,GJ05CW4013,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Bhestan Bus Depot, Bhesta to sarvodaya print road, Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7790022144,1,868711067403769,2026-01-18 14:20:16.893,72.848236,21.146605,19.4,178.0,1.0,2026-01-18 14:20:16,2026-01-18 14:20:16.893,1859,J004,GJ05CW4494,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Udhna Taluka, Surat, Gujarat, 395023, India"
BRT,7792214249,1,868711068751158,2026-01-19 07:03:04.127,72.856735,21.255503,0.0,84.0,1.0,2026-01-19 07:03:03,2026-01-19 07:03:04.127,2048,J141,GJ05CW6570,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Chhaprabhatha, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7785133525,1,868711068773202,2026-01-17 09:30:57.757,72.804282,21.199686,26.0,120.0,1.0,2026-01-17 09:30:57,2026-01-17 09:30:57.757,2019,J110,GJ05CW6506,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 392009, India"
BRT,7785445209,1,868711068754996,2026-01-17 10:48:14.220,72.861609,21.189377,4.285714285714286,237.0,1.0,2026-01-17 10:48:13,2026-01-17 10:48:14.220,1929,J071,GJ05CW4640,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 394212, India"
BRT,7793648446,1,868711063583374,2026-01-19 13:24:50.253,72.856185,21.255324,0.0,88.0,1.0,2026-01-19 13:24:49,2026-01-19 13:24:50.253,2046,J139,GJ05CW6655,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7791135858,1,868711068754996,2026-01-18 19:49:45.230,72.765716,21.148137,33.0,244.0,1.0,2026-01-18 19:49:45,2026-01-18 19:49:45.230,1929,J071,GJ05CW4640,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Magdalla Road, Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7788596286,1,862430060892821,2026-01-18 07:27:55.800,72.85266,21.25561,31.0,271.0,1.0,2026-01-18 07:27:56,2026-01-18 07:27:55.800,2012,J103,GJ05CW6893,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Chhaprabhatha, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7791317739,1,868711068755233,2026-01-18 20:39:56.893,72.801963,21.201967,3.0,324.0,1.0,2026-01-18 20:39:56,2026-01-18 20:39:56.893,2034,J125,GJ05CW6538,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 392009, India"
BRT,7781215307,1,868711068750051,2026-01-16 09:36:12.593,72.89669,21.210118,14.5,235.0,1.0,2026-01-16 09:36:12,2026-01-16 09:36:12.593,1893,J039,GJ05CW4049,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Valthan road, Yogi chowk, Puna Taluka, Surat, Gujarat, 395010, India"
BRT,7785584677,1,862430060892821,2026-01-17 11:22:19.833,72.845116,21.235813,37.0,51.0,1.0,2026-01-17 11:22:19,2026-01-17 11:22:19.833,2012,J103,GJ05CW6893,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli Bridge, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7782844841,1,868711068754111,2026-01-16 17:21:38.427,72.809601,21.149403,0.0,151.0,1.0,2026-01-16 17:21:37,2026-01-16 17:21:38.427,1954,J096,GJ05CW4922,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7781811707,1,868711063661329,2026-01-16 12:06:49.110,72.858306,21.255564,0.0,96.0,1.0,2026-01-16 12:06:49,2026-01-16 12:06:49.110,2041,J134,GJ05CW6764,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Chhaprabhatha, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7787861258,1,868711067403769,2026-01-17 21:50:16.150,72.831389,21.150686,30.0,81.0,1.0,2026-01-17 21:50:15,2026-01-17 21:50:16.150,1859,J004,GJ05CW4494,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394220, India"
BRT,7782818650,1,868711068735334,2026-01-16 17:14:25.397,72.858315,21.119211,38.0,340.0,1.0,2026-01-16 17:14:24,2026-01-16 17:14:25.397,1930,J072,GJ05CW4718,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7780977572,1,862430060892821,2026-01-16 08:35:23.133,72.832999,21.179663,33.0,333.0,1.0,2026-01-16 08:35:22,2026-01-16 08:35:23.133,2012,J103,GJ05CW6893,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Udhna Main Road, Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7785646326,1,868711068770828,2026-01-17 11:37:39.147,72.755523,21.142025,4.0,228.0,1.0,2026-01-17 11:37:38,2026-01-17 11:37:39.147,1919,J060,GJ05CW4658,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7785530030,1,868711067475841,2026-01-17 11:08:43.817,72.74984,21.14027,0.0,150.0,1.0,2026-01-17 11:08:42,2026-01-17 11:08:43.817,1864,J009,GJ05CW4318,JBM ECOLIFE MOBILITY SURAT PVT LTD,"NH53, Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7790504177,1,868711063661329,2026-01-18 16:58:38.600,72.856728,21.255423,0.0,265.0,1.0,2026-01-18 16:58:38,2026-01-18 16:58:38.600,2041,J134,GJ05CW6764,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7786821770,1,868711068732349,2026-01-17 17:23:05.877,72.85379,21.126814,2.0,78.0,1.0,2026-01-17 17:23:05,2026-01-17 17:23:05.877,1899,J045,GJ05CW4319,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7781742943,1,868711068773137,2026-01-16 11:49:06.780,72.83168,21.182193,30.0,154.0,1.0,2026-01-16 11:49:07,2026-01-16 11:49:06.780,2054,J147,GJ05CW6933,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Salabatpura, Surat, Gujarat, 300034, India"
BRT,7783053319,1,862430060892821,2026-01-16 18:15:19.153,72.839752,21.231514,0.6,225.0,1.0,2026-01-16 18:15:18,2026-01-16 18:15:19.153,2012,J103,GJ05CW6893,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Dandi Heritage Highway, Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
BRT,7781086597,1,868711068773293,2026-01-16 09:03:21.603,72.863747,21.105727,35.0,339.0,1.0,2026-01-16 09:03:21,2026-01-16 09:03:21.603,1874,J019,GJ05CW4329,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394230, India"
BRT,7793245840,1,868711068752412,2026-01-19 11:34:52.583,72.802268,21.194405,21.0,58.0,1.0,2026-01-19 11:34:52,2026-01-19 11:34:52.583,2107,J150,GJ05CY2896,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 392009, India"
BRT,7794658026,1,868711068732943,2026-01-19 18:31:39.993,72.869408,21.154209,6.0,241.0,1.0,2026-01-19 18:31:39,2026-01-19 18:31:39.993,1921,J063,GJ05CW4766,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Dindoli, Udhna Taluka, Surat, Gujarat, 394210, India"
BRT,7785745356,1,868711068769994,2026-01-17 12:02:41.103,72.845641,21.151793,0.0,75.0,1.0,2026-01-17 12:02:40,2026-01-17 12:02:41.103,1857,J002,GJ05CW4291,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Main Road, Udhana, Udhna Taluka, Surat, Gujarat, 394220, India"
BRT,7791110322,1,868711063597952,2026-01-18 19:42:49.120,72.791327,21.216335,15.25,347.0,1.0,2026-01-18 19:42:49,2026-01-18 19:42:49.120,2016,J107,GJ05CW6824,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 395005, India"
BRT,7793717453,1,868711068666620,2026-01-19 13:50:27.567,72.866523,21.101334,0.0,0.0,1.0,2026-01-19 13:50:27,2026-01-19 13:50:27.567,1861,J006,GJ05CW4264,JBM ECOLIFE MOBILITY SURAT PVT LTD,"SH6, Majura Taluka, Surat, Gujarat, 394230, India"
BRT,7784754960,1,868711068789869,2026-01-17 07:52:26.743,72.806137,21.167862,1.0,244.0,1.0,2026-01-17 07:52:26,2026-01-17 07:52:26.743,1886,J032,GJ05CW4071,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Canal Corridor, Nandavan Society, Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7782057900,1,868711067475841,2026-01-16 13:14:51.027,72.857017,21.186776,2.0,64.0,1.0,2026-01-16 13:14:51,2026-01-16 13:14:51.027,1864,J009,GJ05CW4318,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 394212, India"
BRT,7795741987,1,862430060917743,2026-01-20 01:21:02.303,72.789817,21.184868,0.0,6.0,1.0,2026-01-19 02:21:02,2026-01-20 01:21:02.303,2035,J126,GJ05CW6831,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Pal Bus Depot, Chorasi Taluka, Surat, Gujarat, 359009, India"
BRT,7789412557,1,868711063582988,2026-01-18 11:18:36.563,72.849532,21.239031,27.0,221.0,1.0,2026-01-18 11:18:37,2026-01-18 11:18:36.563,2043,J136,GJ05CW6995,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7781650420,1,868711063559473,2026-01-16 11:25:27.357,72.835196,21.231898,26.0,72.0,1.0,2026-01-16 11:25:27,2026-01-16 11:25:27.357,2028,J119,GJ05CW6966,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
BRT,7792886499,1,868711068745895,2026-01-19 10:06:56.633,72.837524,21.204739,2.0,111.0,1.0,2026-01-19 10:06:55,2026-01-19 10:06:56.633,2021,J112,GJ05CW6956,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Railway Station Road, Puna Taluka, Surat, Gujarat, 395008, India"
BRT,7786977462,1,868711063661329,2026-01-17 18:03:33.803,72.791533,21.215906,10.0,161.0,1.0,2026-01-17 18:03:33,2026-01-17 18:03:33.803,2041,J134,GJ05CW6764,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 395005, India"
BRT,7781069613,1,868711068733081,2026-01-16 08:59:00.480,72.900536,21.230042,1.4,269.0,1.0,2026-01-16 08:59:00,2026-01-16 08:59:00.480,1931,J073,GJ05CW4671,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Kamrej Taluka, Surat, Gujarat, 394101, India"
BRT,7782580626,1,868711068731648,2026-01-16 16:01:36.277,72.829482,21.176231,31.0,245.0,1.0,2026-01-16 16:01:35,2026-01-16 16:01:36.277,1880,J026,GJ05CW4492,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395002, India"
BRT,7795031425,1,868711068773293,2026-01-19 20:03:08.453,72.833931,21.178045,3.0,311.0,1.0,2026-01-19 20:03:07,2026-01-19 20:03:08.453,1874,J019,GJ05CW4329,JBM ECOLIFE MOBILITY SURAT PVT LTD,"NH64, Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7790458103,1,868711068754111,2026-01-18 16:44:08.850,72.851669,21.135998,1.0,340.0,1.0,2026-01-18 16:44:08,2026-01-18 16:44:08.850,1954,J096,GJ05CW4922,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7784727564,1,868711068732943,2026-01-17 07:44:26.633,72.768715,21.149363,30.0,245.0,1.0,2026-01-17 07:44:26,2026-01-17 07:44:26.633,1921,J063,GJ05CW4766,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7783116927,1,868711063654878,2026-01-16 18:31:10.717,72.834571,21.177416,0.0,220.0,1.0,2026-01-16 18:31:10,2026-01-16 18:31:10.717,2038,J130,GJ05CW6601,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"NH64, Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7781263888,1,868711068770059,2026-01-16 09:48:34.330,72.84613,21.151133,0.0,319.0,1.0,2026-01-16 09:48:33,2026-01-16 09:48:34.330,1939,J081,GJ05CW4668,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 395023, India"
BRT,7782453313,1,868711068687808,2026-01-16 15:20:20.943,72.797721,21.151306,35.0,169.0,1.0,2026-01-16 15:20:20,2026-01-16 15:20:20.943,1913,J054,GJ05CW4504,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7783207337,1,868711068735029,2026-01-16 18:53:19.923,72.895622,21.22813,7.4,249.0,1.0,2026-01-16 18:53:19,2026-01-16 18:53:19.923,1865,J010,GJ05CW4308,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Yogi chowk, Puna Taluka, Surat, Gujarat, 394101, India"
BRT,7783468703,1,868711068789869,2026-01-16 19:56:08.150,72.807083,21.168286,3.2,243.0,1.0,2026-01-16 19:56:07,2026-01-16 19:56:08.150,1886,J032,GJ05CW4071,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Nandavan Society, Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7785245330,1,868711063622545,2026-01-17 09:58:14.510,72.785293,21.155978,35.0,248.0,1.0,2026-01-17 09:58:14,2026-01-17 09:58:14.510,1901,J049,GJ05CW4375,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7785865474,1,862430060892888,2026-01-17 12:33:25.280,72.752769,21.139735,0.0,73.0,1.0,2026-01-17 12:33:24,2026-01-17 12:33:25.280,2039,J131,GJ05CW6723,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Dumas Road, Dumas, Majura Taluka, Surat, Gujarat, 394320, India"
BRT,7787645261,1,868711063622040,2026-01-17 20:48:36.183,72.855072,21.255438,0.0,206.0,1.0,2026-01-17 20:48:36,2026-01-17 20:48:36.183,2052,J145,GJ05CW6859,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7788486019,1,868711068734840,2026-01-18 06:52:13.280,72.775253,21.152031,14.0,75.0,1.0,2026-01-18 06:52:13,2026-01-18 06:52:13.280,1860,J005,GJ05CW3766,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Magdalla Road, Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7791024700,1,868711068754376,2026-01-18 19:19:42.510,72.803702,21.145636,0.0,250.0,1.0,2026-01-18 19:19:42,2026-01-18 19:19:42.510,1955,J098,GJ05CW4894,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395017, India"
BRT,7787476970,1,868711063582988,2026-01-17 20:05:49.113,72.831649,21.218256,36.0,215.0,1.0,2026-01-17 20:05:49,2026-01-17 20:05:49.113,2043,J136,GJ05CW6995,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
BRT,7785951182,1,868711068697286,2026-01-17 12:56:15.687,72.83435,21.177876,12.8,140.0,1.0,2026-01-17 12:56:15,2026-01-17 12:56:15.687,2058,J149,GJ05CW7936,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"NH64, Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7786449783,1,868711068697286,2026-01-17 15:30:30.520,72.834343,21.184158,18.0,79.0,1.0,2026-01-17 15:30:30,2026-01-17 15:30:30.520,2058,J149,GJ05CW7936,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Ring Road, Salabatpura, Surat, Gujarat, 300034, India"
BRT,7783584141,1,868711063878576,2026-01-16 20:24:43.920,72.840896,21.165558,23.0,168.0,1.0,2026-01-16 20:24:43,2026-01-16 20:24:43.920,1856,J001,GJ05CW3962,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Main Road, Udhana, Udhna Taluka, Surat, Gujarat, 394220, India"
BRT,7792178020,1,862430060917743,2026-01-19 06:51:28.953,72.839034,21.202908,6.0,241.0,1.0,2026-01-19 06:51:28,2026-01-19 06:51:28.953,2035,J126,GJ05CW6831,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Lal Darwaja Flyover, Mini Bazar, Surat, Katargam Taluka, Surat, Gujarat, 395008, India"
BRT,7794730788,1,862430060891732,2026-01-19 18:49:52.450,72.841362,21.200184,31.0,317.0,1.0,2026-01-19 18:49:52,2026-01-19 18:49:52.450,2053,J146,GJ05CW6605,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Salabatpura, Surat, Gujarat, 395008, India"
BRT,7787438756,1,868711068678781,2026-01-17 19:56:27.597,72.859252,21.116913,7.0,339.0,1.0,2026-01-17 19:56:27,2026-01-17 19:56:27.597,1903,J048,GJ05CW4355,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7781318664,1,868711063881224,2026-01-16 10:02:17.783,72.81752,21.231209,36.0,99.0,1.0,2026-01-16 10:02:18,2026-01-16 10:02:17.783,2013,J104,GJ05CW6904,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Dabholi Road, Surat, Katargam Taluka, Surat, Gujarat, 395004, India"
BRT,7783552259,1,868711068773335,2026-01-16 20:16:48.963,72.778594,21.12083,38.0,118.0,1.0,2026-01-16 20:16:48,2026-01-16 20:16:48.963,1870,J015,GJ05CW4273,JBM ECOLIFE MOBILITY SURAT PVT LTD,"NH53, Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7787316540,1,868711068770182,2026-01-17 19:26:31.673,72.811485,21.170496,14.0,353.0,1.0,2026-01-17 19:26:31,2026-01-17 19:26:31.673,1869,J014,GJ05CW4254,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Miranagar Society, Majura Taluka, Surat, Gujarat, 359007, India"
BRT,7785021689,1,868711068769960,2026-01-17 09:03:03.660,72.754043,21.140841,35.0,226.0,1.0,2026-01-17 09:03:02,2026-01-17 09:03:03.660,1875,J020,GJ05CW4491,JBM ECOLIFE MOBILITY SURAT PVT LTD,"ONGC Colony Phase-1, Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7792735305,1,868711068666760,2026-01-19 09:29:12.130,72.844909,21.154343,33.0,338.0,1.0,2026-01-19 09:29:11,2026-01-19 09:29:12.130,1898,J044,GJ05CW4350,JBM ECOLIFE MOBILITY SURAT PVT LTD,"NH64, Udhana, Udhna Taluka, Surat, Gujarat, 394220, India"
BRT,7785027328,1,868711068696890,2026-01-17 09:04:28.627,72.869522,21.194521,2.666666666666667,234.0,1.0,2026-01-17 09:04:28,2026-01-17 09:04:28.627,1902,J050,GJ05CW4251,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Canal Corridor, Yogi chowk, Puna Taluka, Surat, Gujarat, 395010, India"
BRT,7787807317,1,868711068754376,2026-01-17 21:32:51.657,72.781158,21.154368,35.0,67.0,1.0,2026-01-17 21:32:52,2026-01-17 21:32:51.657,1955,J098,GJ05CW4894,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395007, India"
BRT,7795766980,1,868711068773293,2026-01-20 01:46:42.540,72.849204,21.117989,0.0,237.0,1.0,2026-01-19 02:46:42,2026-01-20 01:46:42.540,1874,J019,GJ05CW4329,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7785052159,1,868711068731648,2026-01-17 09:10:42.317,72.896606,21.228897,27.0,69.0,1.0,2026-01-17 09:10:41,2026-01-17 09:10:42.317,1880,J026,GJ05CW4492,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Puna Taluka, Surat, Gujarat, 395013, India"
BRT,7794707918,1,862430060891823,2026-01-19 18:44:09.620,72.811684,21.175944,4.0,96.0,1.0,2026-01-19 18:44:10,2026-01-19 18:44:09.620,1900,J047,GJ05CW4197,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Surat, Chorasi Taluka, Surat, Gujarat, 395001, India"
BRT,7794804589,1,868711068770562,2026-01-19 19:07:52.873,72.871291,21.181805,15.5,357.0,1.0,2026-01-19 19:07:53,2026-01-19 19:07:52.873,1887,J033,GJ05CW4202,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 394212, India"
BRT,7786233574,1,868711068687808,2026-01-17 14:22:27.260,72.868454,21.153562,3.0,36.0,1.0,2026-01-17 14:22:27,2026-01-17 14:22:27.260,1913,J054,GJ05CW4504,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Dindoli, Udhna Taluka, Surat, Gujarat, 394210, India"
BRT,7793654864,1,868711063622958,2026-01-19 13:27:33.113,72.799484,21.192421,0.0,59.0,1.0,2026-01-19 13:27:32,2026-01-19 13:27:33.113,2014,J105,GJ05CW6957,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 359009, India"
BRT,7792356140,1,868711068730723,2026-01-19 07:47:49.117,72.871634,21.167788,9.0,1.0,1.0,2026-01-19 07:47:48,2026-01-19 07:47:49.117,1945,J086,GJ05CW4537,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Udhna Taluka, Surat, Gujarat, 394211, India"
BRT,7786107353,1,868711068745895,2026-01-17 13:41:31.413,72.849754,21.251867,19.0,159.0,1.0,2026-01-17 13:41:31,2026-01-17 13:41:31.413,2021,J112,GJ05CW6956,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Chhaprabhatha, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7788711619,1,868711068751158,2026-01-18 08:04:17.337,72.835121,21.220894,27.0,250.0,1.0,2026-01-18 08:04:17,2026-01-18 08:04:17.337,2048,J141,GJ05CW6570,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"NH64, Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
BRT,7787803398,1,868711063622040,2026-01-17 21:31:41.093,72.81292,21.23268,4.75,313.0,1.0,2026-01-17 21:31:41,2026-01-17 21:31:41.093,2052,J145,GJ05CW6859,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Katargam Taluka, Surat, Gujarat, 395004, India"
BRT,7792752239,1,868711068666679,2026-01-19 09:33:24.647,72.839561,21.180826,37.0,66.0,1.0,2026-01-19 09:33:24,2026-01-19 09:33:24.647,1936,J078,GJ05CW4731,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Canal Corridor, Puna Taluka, Surat, Gujarat, 300034, India"
BRT,7789476369,1,868711068735144,2026-01-18 11:35:48.237,72.861739,21.150541,32.0,259.0,1.0,2026-01-18 11:35:48,2026-01-18 11:35:48.237,1948,J089,GJ05CW4993,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Dindoli, Udhna Taluka, Surat, Gujarat, 394210, India"
BRT,7783738319,1,868711068769903,2026-01-16 21:04:40.563,72.834297,21.178246,5.0,173.0,1.0,2026-01-16 21:04:40,2026-01-16 21:04:40.563,1915,J056,GJ05CW4688,JBM ECOLIFE MOBILITY SURAT PVT LTD,"NH64, Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7790064093,1,868711063598646,2026-01-18 14:34:35.943,72.834618,21.177509,0.0,310.0,1.0,2026-01-18 14:34:35,2026-01-18 14:34:35.943,2024,J115,GJ05CW6772,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7787361871,1,862430060891799,2026-01-17 19:37:41.457,72.830269,21.230587,19.5,248.0,1.0,2026-01-17 19:37:41,2026-01-17 19:37:41.457,2025,J116,GJ05CW6656,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Katargam Taluka, Surat, Gujarat, 305994, India"
BRT,7783903574,1,868711063598554,2026-01-16 21:53:26.867,72.847465,21.119965,10.0,143.0,1.0,2026-01-16 21:53:26,2026-01-16 21:53:26.867,1879,J025,GJ05CW4081,JBM ECOLIFE MOBILITY SURAT PVT LTD,"Majura Taluka, Surat, Gujarat, 395023, India"
BRT,7780878784,1,868711068697252,2026-01-16 08:08:42.223,72.749863,21.140149,0.0,207.0,1.0,2026-01-16 08:08:42,2026-01-16 08:08:42.223,2051,J144,GJ05CW6954,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"NH53, Majura Taluka, Surat, Gujarat, 394518, India"
BRT,7790839096,1,868711068697252,2026-01-18 18:30:36.893,72.848281,21.255835,0.3333333333333333,176.0,1.0,2026-01-18 18:30:36,2026-01-18 18:30:36.893,2051,J144,GJ05CW6954,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Chhaprabhatha, Amroli, Adajan Taluka, Surat, Gujarat, 394107, India"
BRT,7792166918,1,862430060892490,2026-01-19 06:47:46.190,72.849097,21.14253,36.0,341.0,1.0,2026-01-19 06:47:45,2026-01-19 06:47:46.190,1883,J029,GJ05CW4141,JBM ECOLIFE MOBILITY SURAT PVT LTD,"SH6, GIDC, Udhna Taluka, Surat, Gujarat, 395023, India"
BRT,7791571031,1,868711068733727,2026-01-18 22:06:32.733,72.845909,21.142239,0.0,160.0,1.0,2026-01-18 22:06:32,2026-01-18 22:06:32.733,1935,J077,GJ05CW4899,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Udhna Taluka, Surat, Gujarat, 395023, India"
BRT,7786258324,1,862430060911472,2026-01-17 14:30:33.857,72.806128,21.19901,18.25,95.0,1.0,2026-01-17 14:30:33,2026-01-17 14:30:33.857,2027,J118,GJ05CW6620,JBM ECOLIFE MOBILITY SURAT PVT LTD 2,"Surat, Gujarat, 392009, India"
BRT,7794820544,1,868711068749335,2026-01-19 19:11:48.950,72.834464,21.17794,9.0,150.0,1.0,2026-01-19 19:11:49,2026-01-19 19:11:48.950,1912,J053,GJ05CW4702,JBM ECOLIFE MOBILITY SURAT PVT LTD,"NH64, Majura Taluka, Surat, Gujarat, 300034, India"
BRT,7792843871,1,868711063670999,2026-01-19 09:56:28.713,72.851044,21.137443,35.0,339.0,1.0,2026-01-19 09:56:27,2026-01-19 09:56:28.713,1863,J008,GJ05CW4496,JBM ECOLIFE MOBILITY SURAT PVT LTD,"GIDC, Majura Taluka, Surat, Gujarat, 395023, India"
